index	name	color
132	ctx-lh-parahippocampal_1	#3fd046
133	ctx-lh-entorhinal_1	#31f4e0
134	ctx-lh-temporalpole_1	#ce7f5f
135	ctx-lh-inferiortemporal_1	#6ce2df
136	ctx-lh-inferiortemporal_2	#4c1436
137	ctx-lh-middletemporal_1	#33338a
138	ctx-lh-middletemporal_2	#18fb73
139	ctx-lh-bankssts_1	#c0602b
140	ctx-lh-superiortemporal_1	#7e3526
141	ctx-lh-superiortemporal_2	#e769bd
142	ctx-lh-transversetemporal_1	#fe88f6
143	ctx-lh-insula_1	#d7fdb9
144	ctx-lh-insula_2	#1b0851
145	subc-lh-caudate	#7abadc
146	subc-lh-putamen	#ec0db0
147	subc-lh-pallidum	#0c30ff
148	subc-lh-accumbens-area	#ffa500
149	thal-lh-pulvinar	#ff0000
150	thal-lh-ventral-anterior	#00ff00
151	thal-lh-mediodorsal	#ffff00
152	thal-lh-lateral-posterior-ventral-posterior-group	#ff7b00
153	thal-lh-pulvinar-medial-centrolateral-group	#00ffff
154	thal-lh-ventrolateral	#ff00ff
155	thal-lh-ventral-posterior-ventrolateral-group	#0000ff
156	amygd-lh-lateral-nucleus	#4884b5
157	amygd-lh-basal-nucleus	#cf3f4f
158	amygd-lh-central-nucleus	#c53cf8
159	amygd-lh-medial-nucleus	#029502
160	amygd-lh-cortical-nucleus	#ddf9a6
161	amygd-lh-accessory-basal-nucleus	#e89223
162	amygd-lh-corticoamygdaloid-transitio	#143c78
163	amygd-lh-anterior-amygdaloid-area-aaa	#fafa00
164	amygd-lh-paralaminar-nucleus	#2dcda5
165	hipp-lh-hippocampus-head	#ff0000
166	hipp-lh-hippocampus-body	#00ff00
167	hipp-lh-hippocampus-tail	#ffff00
168	hipp-lh-hippocampus-fissure	#ff7b00
169	hypo-lh-anterior-inferior	#faff32
170	hypo-lh-anterior-superior	#50c8ff
171	hypo-lh-posterior	#ffa000
172	hypo-lh-tubular-inferior	#ffa0c8
173	hypo-lh-tubular-superior	#14b482
174	cer-lh-cerebellum	#e69422
175	brain-stem-midbrain	#f2684c
176	brain-stem-pons	#cec33a
177	brain-stem-medulla	#779fb0
178	brain-stem-scp	#8eb600
3000	wm-brain-white_matter	#ffffff
3001	wm-rh-lateralorbitofrontal_1	#196ed7
3002	wm-rh-lateralorbitofrontal_2	#50eeb4
3003	wm-rh-parsorbitalis_1	#cc0f6b
3004	wm-rh-frontalpole_1	#5f1671
3005	wm-rh-medialorbitofrontal_1	#9fea32
3006	wm-rh-medialorbitofrontal_2	#872616
3007	wm-rh-parstriangularis_1	#cd2ca1
3008	wm-rh-parsopercularis_1	#2be4a9
3009	wm-rh-rostralmiddlefrontal_1	#2ee791
3010	wm-rh-rostralmiddlefrontal_2	#b867d3
3011	wm-rh-superiorfrontal_1	#838be8
3012	wm-rh-superiorfrontal_2	#165fbf
3013	wm-rh-superiorfrontal_3	#af1e25
3014	wm-rh-superiorfrontal_4	#9658d0
3015	wm-rh-caudalmiddlefrontal_1	#b728aa
3016	wm-rh-precentral_1	#318756
3017	wm-rh-precentral_2	#708704
3018	wm-rh-precentral_3	#17eb34
3019	wm-rh-paracentral_1	#a7855b
3020	wm-rh-rostralanteriorcingulate_1	#3cff14
3021	wm-rh-caudalanteriorcingulate_1	#067f70
3022	wm-rh-posteriorcingulate_1	#55042d
3023	wm-rh-isthmuscingulate_1	#1526db
3024	wm-rh-postcentral_1	#b5d695
3025	wm-rh-postcentral_2	#d8ac52
3026	wm-rh-supramarginal_1	#94e2e0
3027	wm-rh-supramarginal_2	#14dd5d
3028	wm-rh-superiorparietal_1	#543b22
3029	wm-rh-superiorparietal_2	#887846
3030	wm-rh-superiorparietal_3	#40f65d
3031	wm-rh-inferiorparietal_1	#7de222
3032	wm-rh-inferiorparietal_2	#2c6a3f
3033	wm-rh-inferiorparietal_3	#c88f97
3034	wm-rh-precuneus_1	#a32a60
3035	wm-rh-precuneus_2	#6a39f2
3036	wm-rh-cuneus_1	#145e37
3037	wm-rh-pericalcarine_1	#1dc3fb
3038	wm-rh-lateraloccipital_1	#805336
3039	wm-rh-lateraloccipital_2	#30d4d0
3040	wm-rh-lateraloccipital_3	#9f44a0
3041	wm-rh-lingual_1	#bca01b
3042	wm-rh-lingual_2	#ee41f7
3043	wm-rh-fusiform_1	#491757
3044	wm-rh-fusiform_2	#1a21f4
3045	wm-rh-parahippocampal_1	#c02fb9
3046	wm-rh-entorhinal_1	#ce0b1f
3047	wm-rh-temporalpole_1	#3180a0
3048	wm-rh-inferiortemporal_1	#931d20
3049	wm-rh-inferiortemporal_2	#b3ebc9
3050	wm-rh-middletemporal_1	#cccc75
3051	wm-rh-middletemporal_2	#e7048c
3052	wm-rh-bankssts_1	#3f9fd4
3053	wm-rh-superiortemporal_1	#81cad9
3054	wm-rh-superiortemporal_2	#189642
3055	wm-rh-transversetemporal_1	#017709
3056	wm-rh-insula_1	#280246
3057	wm-rh-insula_2	#e4f7ae
3088	wm-lh-lateralorbitofrontal_1	#196ed7
3089	wm-lh-lateralorbitofrontal_2	#50eeb4
3090	wm-lh-parsorbitalis_1	#cc0f6b
3091	wm-lh-frontalpole_1	#5f1671
3092	wm-lh-medialorbitofrontal_1	#9fea32
3093	wm-lh-medialorbitofrontal_2	#872616
3094	wm-lh-parstriangularis_1	#cd2ca1
3095	wm-lh-parsopercularis_1	#2be4a9
3096	wm-lh-rostralmiddlefrontal_1	#2ee791
3097	wm-lh-rostralmiddlefrontal_2	#b867d3
3098	wm-lh-superiorfrontal_1	#838be8
3099	wm-lh-superiorfrontal_2	#165fbf
3100	wm-lh-superiorfrontal_3	#af1e25
3101	wm-lh-superiorfrontal_4	#9658d0
3102	wm-lh-caudalmiddlefrontal_1	#b728aa
