index	name	color
3013	wm-rh-caudalanteriorcingulate	#829b5f
3014	wm-rh-posteriorcingulate	#234b23
3015	wm-rh-isthmuscingulate	#73eb73
3016	wm-rh-postcentral	#23ebeb
3017	wm-rh-supramarginal	#af5feb
3018	wm-rh-superiorparietal	#eb4b73
3019	wm-rh-inferiorparietal	#23c323
3020	wm-rh-precuneus	#5f734b
3021	wm-rh-cuneus	#23eb9b
3022	wm-rh-pericalcarine	#879bc3
3023	wm-rh-lateraloccipital	#ebe173
3024	wm-rh-lingual	#1e7373
3025	wm-rh-fusiform	#4b2373
3026	wm-rh-parahippocampal	#eb23c3
3027	wm-rh-entorhinal	#23ebf5
3028	wm-rh-temporalpole	#b9b9b9
3029	wm-rh-inferiortemporal	#4bd787
3030	wm-rh-middletemporal	#5f9bcd
3031	wm-rh-bankssts	#e69bd7
3032	wm-rh-superiortemporal	#732323
3033	wm-rh-transversetemporal	#696937
3034	wm-rh-insula	#003fdf
3065	wm-lh-lateralorbitofrontal	#dcb4cd
3066	wm-lh-parsorbitalis	#eb9bcd
3067	wm-lh-frontalpole	#9bff9b
3068	wm-lh-medialorbitofrontal	#37dcb4
3069	wm-lh-parstriangularis	#23c3eb
3070	wm-lh-parsopercularis	#234b73
3071	wm-lh-rostralmiddlefrontal	#b4cd82
3072	wm-lh-superiorfrontal	#eb235f
3073	wm-lh-caudalmiddlefrontal	#9be6ff
3074	wm-lh-precentral	#c3eb23
3075	wm-lh-paracentral	#c323c3
3076	wm-lh-rostralanteriorcingulate	#afeb73
3077	wm-lh-caudalanteriorcingulate	#829b5f
3078	wm-lh-posteriorcingulate	#234b23
3079	wm-lh-isthmuscingulate	#73eb73
3080	wm-lh-postcentral	#23ebeb
3081	wm-lh-supramarginal	#af5feb
3082	wm-lh-superiorparietal	#eb4b73
3083	wm-lh-inferiorparietal	#23c323
3084	wm-lh-precuneus	#5f734b
3085	wm-lh-cuneus	#23eb9b
3086	wm-lh-pericalcarine	#879bc3
3087	wm-lh-lateraloccipital	#ebe173
3088	wm-lh-lingual	#1e7373
3089	wm-lh-fusiform	#4b2373
3090	wm-lh-parahippocampal	#eb23c3
3091	wm-lh-entorhinal	#23ebf5
3092	wm-lh-temporalpole	#b9b9b9
3093	wm-lh-inferiortemporal	#4bd787
3094	wm-lh-middletemporal	#5f9bcd
3095	wm-lh-bankssts	#e69bd7
3096	wm-lh-superiortemporal	#732323
3097	wm-lh-transversetemporal	#696937
3098	wm-lh-insula	#003fdf
